"IndicatorCode","IndicatorName"
"NCD_CCS_PA_MGMT_GUIDE","Existence of evidence-based national guidelines/protocols/standards for the management of physical inactivity"
"NCD_HYP_TREATMENT_C","Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, crude"
"NCD_CCS_TransFat","Existence of national policies on trans-fatty acid elimination"
"E17c_csr_promo_others","Ban on entities other than tobacco companies/the tobacco industry publicizing the CSR activities of the tobacco companies/industry"
"R_Price_lowest_cost_usd","Cheapest brand of cigarettes - price in US$ at official exchange rates"
"PRISON_D3_DEATHS_COVID_MRATE","In-prison COVID-19 mortality rate (per 100 000 incarcerated persons per year)"
"PRISON_B9_1_PHYCHIATRISTS_RATIO","Psychiatrists in prisons (FTEs per 1000 prisoners)"
"NCD_CHOL_MEANNONHDL_C","Mean Non-HDL cholesterol, crude"
"ASSISTIVETECH_Q02","Coverage of people in need of assistive technology by legislation"
"E_compl_e15","Compliance with ban on sponsorship (contributions and/or publicity of contributions) (score)"
"E_compl_e1","Compliance with ban on advertising on national television and radio (score)"
"O_Cytisine_ins","Cytisine - cost covered"
"ICD11_IMPL_LVL","ICD-11 implementation progress level"
"RADON_Q503_1","Reference level for workplaces (Bq/m3)"
"PRISON_B11_VACPREV_HEPB","In-prison vaccination for Hepatitis B"
"P_compl_p8","Compliance with smoke-free public transport law (score)"
"HWF_0026","Nursing personnel (%)"
"NCD_CHOL_MEANTOTALCHOL_A","Mean total cholesterol,  age-standardized"
"CCH_SURVEY_SURVEILLANCE_SYSTEM_EXISTS","Existence of an health surveillance system"
"CHILDMORT_DEATHS_10TO14","Number of deaths among children ages 10 to 14 years"
"NCD_CCS_ALC_SVY","Has conducted a recent, national adult risk factor survey covering harmful alcohol use"
"MH_26","Year the law was enacted (latest revision)"
"MALARIA_RDT_POS","Number of malaria positive cases by rapid diagnostic test (RDT)"
"R_Price_mp_estimate_usd","Most sold brand of cigarettes - price in US$ at official exchange rates"
"FINPROTECTION_IMP_P190_LEVEL_MILLION","Total population pushed  further below the $1.90 a day poverty line by household health expenditures (millions)"
"PHE_HHAIR_PROP_POP_POLLUTING_FUELS","Proportion of population with primary reliance on polluting fuels and technologies for cooking (%)"
"PRISON_C8_CONDOMS","In-prison condoms free of charge"
"NCD_CCS_DIET_AWARE","Implementation of a nutrition public awareness program"
"R_admin_tax_stamps_cig","Tax stamps, fiscal marks, banderole or other types of marking are applied on cigarettes"
"PRISON_B9_STAFF_RATIO","Healthcare staff in prisons (FTEs per 1000 prisoners)"
"NCD_CCS_TOB_TARGET","Existence of a national target on tobacco"
"FINPROTECTION_IMP_BNLFHU_TOT_HH","Households pushed below or further below a relative poverty line (reflecting basic needs: food, housing, utilities) by out-of-pocket payments (%)"
"NCD_HYP_DIAGNOSIS_C","Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, crude"
"E_compl_e13","Compliance with ban on appearance of tobacco brands in TV and/or films (score)"
"NCD_CCS_LIS_AML_COMBO","General availability of Fixed dose combination avail (lisinopril + amlodipine) in the public health sector"
"PRISON_A2_PRISIONERS_N","Number of prisoners"
"PRISON_B11_VACPREV_DTP","In-prison vaccination for DTP"
"MALARIA_1STLINE_TREATED","Number of malaria cases treated with any first  line tx courses (including artemisinin-based combination therapies (ACTs))"
"HEMOGLOBINLEVEL_REPRODUCTIVEAGE_MEAN","Mean hemoglobin level of women of reproductive age (aged 15-49 years)"
"NCD_CCS_DIAB_SVY","Has conducted a recent, national adult risk factor survey covering raised blood glucose/diabetes"
"PRISON_B3_DELIVHEALTHCARE","Agencies responsible for delivering prison healthcare"
"NCD_CCS_PA_POL_AGEING","Existence of policy promoting physical activity: active ageing"
"CM_04","Number of deaths among children ages 5 to 9 years"
"Adult_nonsmoked_svy_title","Name of latest adult prevalence survey (nonsmoked)"
"NCD_CCS_PA_TAX","Existence of tax incentives to promote physical activity"
"WSH_DOMESTIC_WASTE_SAFELY_TREATED","SDG 6.3.1 Proportion of safely treated domestic wastewater flows (%)"
"ASSISTIVETECH_Q05","Availability of government/registered services for assistive technology"
"NTD_YAWSNUM_CONF","Number of confirmed yaws cases reported"
"GLASSAMC_TC","Total consumption of antibacterials expressed as DDD per 1000 inhabitants per day"
"vfull","Full immunization coverage among one-year-olds (%)"
"FINPROTECTION_IMP_P190_POP","Population pushed further below the $1.90 a day poverty line by household health expenditures (%)"
"PHE_HHAIR_POP_CLEAN_FUELS","Population with primary reliance on clean fuels and technologies for cooking (in millions)"
"NCD_CCS_radio","General availability of radiotherapy in the public sector"
"NCD_CCS_dilated_fundus","General availability of dilated fundus examination at the primary health care level"
"PRISON_B9_1_PHYSICIANS_RATIO","Physicians in prisons (FTEs per 1000 prisoners)"
"HWF_0025","Medical doctors (%)"
"MALARIA_EST_MORTALITY","Estimated malaria mortality rate (per 100 000 population)"
"Yth_curr_tob_use","Prevalence of current tobacco use among adolescents (%)"
"R_afford_cat","Affordability – category of change 2010-2020 (Yes (less affordable), No (more affordable), No change)."
"Yth_nonsmoked_age_grp","Age range of latest youth prevalence survey (nonsmoked)"
"NCD_CCS_SALT_TARGET","Existence of a national target on salt"
"bmi30wm","Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)"
"sevwast5","Severe wasting prevalence in children aged < 5 years (%)"
"NCD_CCS_BP_TARGET","Existence of a national target on blood pressure / hypertension"
"PRISON_A1_CAPACITY","Official prison capacity (count)"
"PRISON_D4_HEPC_DIAG_TOT","In-prison Hepatitis C diagnosis (number of diagnoses)"
"CHILDMORT_MORTALITY_10TO14","Mortality rate among children ages 10 to 14 years (per 1000 children aged 10)"
"ASSISTIVETECH_Q03","Availability of public funding for assistive technology"
"ASSISTIVETECH_PAYERSAT","Funding for assistive products (%)"
"Adult_svy_yr","Year of most recent survey of adults"
"PRISON_F1_EXERCISE_TOT","In-prison people who regularly exercise for a minimum of 150 minutes/week (number of prisoners)"
"PRISON_D4_STI_DIAG_TOT","In-prison STIs diagnosis (number of diagnoses)"
"GASPTICIP","Number of isolates tested for ciprofloxacin"
"Yth_curr_tob_smoking","Prevalence of current tobacco smoking among adolescents (%)"
"NCD_CCS_TEL_AML_COMBO","General availability of Fixed dose combination avail (telmisartan + amlodipine) in the public health sector"
"PHE_HHAIR_PROP_POP_CLEAN_FUELS","Proportion of population with primary reliance on clean fuels and technologies for cooking (%)"
"NCD_CCS_LIS_HYDRO_COMBO","General availability of Fixed dose combination avail (lisinopril + hydrochlorothiazide) in the public health sector"
"R_admin_tax_stamps_other","Tax stamps, fiscal marks, banderole or other types of marking are applied on other tobacco products"
"PRISON_C8_NEEDLES","In-prison needles free of charge"
"MALARIA_IPTP3_COVERAGE","Pregnant women attending antenatal care  at least once and receiving at least 3 doses of Intermittent Preventive Treatment of Malaria for Pregnant Women (IPTp3) (%)"
"vmsl","Measles immunization coverage among one-year-olds (%)"
"AIR_75","Household air pollution attributable DALYs in children under 15 years"
"HIV_0000000029","Reported number of tests performed where results were received by a person (testing volume), reporting period"
"MALARIA_PRES_CASES","Number of presumed malaria cases"
"FINPROTECTION_IMP_NP_REL_LEVEL_SH","Total population pushed below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (%)"
"NCD_CCS_OvwtPlan","Existence of operational policy/strategy/action plan to reduce overweight/obesity"
"Youth_survey_title","Title of most recent adolescent survey"
"GLASSAMC_AWARE","Pattern of antibiotic consumption at national level (relative consumption by AWaRe classification)"
"NCD_CCS_OBES_MGMT_GUIDE","Existence of evidence-based national guidelines/protocols/standards for the management of overweight/obesity"
"NCD_CCS_ComboInhaler","General availability of combination budesonide formoterol inhaler in the public health sector"
"NCD_CHOL_MEANNONHDL_A","Mean Non-HDL cholesterol, age-standardized"
"PRISON_B9_1_DENTISTS_RATIO","Dentists in prisons (FTEs per 1000 prisoners)"
"NTD_YAWSNUM_SUSP","Number of suspected yaws cases reported"
"NCD_CCS_DIAB_TARGET","Existence of a national target on diabetes"
"NCD_CCS_DIET_SVY","Has conducted a recent, national adult risk factor survey covering unhealthy diet"
"fpsmowho","Demand for family planning satisfied - use of modern methods (%)"
"PRISON_D3_DEATHS_DRUG_MRATE","In-prison drug overdose mortality rate (per 100 000 incarcerated persons per year)"
"AIR_74","Household air pollution attributable deaths in children under 15 years"
"PRISON_B13_ASSESSMENTS","In-prison regular assessments of essential medicines"
"GASPTIAZM","Number of isolates tested for azithromycin"
"Adult_daily_cig_smoking","Prevalence of daily cigarette smoking among adults (%)"
"NCD_CCS_SALT_SVY","Has conducted a recent, national adult risk factor survey covering salt/sodium intake"
"ASSISTIVETECH_Q09","Existence of regulations/standards/guidelines/protocols on assistive technology"
"PRISON_B15_REPDRUGEVENTS","In-prison standardized process for adverse drug events"
"M_Est_tob_curr_std","Estimate of current tobacco use prevalence (%) (age-standardized rate)"
"NUTRITION_ANAEMIA_NONPREGNANT_NUM","Number of non-pregnant women (aged 15-49 years) with anaemia (thousands)"
"FINPROTECTION_IMP_PREL_LEVEL_SH","Total population pushed  further  below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (%)"
"CCH_SURVEY_VULNERABILITY_ADAPTATION_ASSESSMENT","Climate change and health vulnerability and adaptation assessment conducted"
"NCD_CCS_PA_GUIDELINES","Existence of national guidelines for physical activity"
"E6a_pt_of_sale","Ban on advertising at point of sale"
"PRISON_B11_VACPREV_FLU","In-prison vaccination for seasonal flu"
"FINPROTECTION_CATA_CTPFHU_40_HH","Households with out-of-pocket payments greater than 40% of capacity to pay for health care (food, housing and utilities approach - developed by WHO/Europe) (%)"
"PRISON_A4_NEWPRISONERS_PER100KPOP","Number of people newly-admitted to prison (per 100 000 inhabitants)"
"NCD_CXCA_SCREENED_WITHIN_TIMEPERIOD","Prevalence of cervical cancer screening  among women aged 30-49 years (%)"
"Yth_curr_e-cig","Prevalence of current e-cigarette use among adolescents (%)"
"Adult_daily_tob_smoking","Prevalence of daily tobacco smoking among adults (%)"
"NCD_CCS_DIAB_GUIDE","Existence of evidence-based national guidelines/protocols/standards for the management of diabetes"
"MALARIA_IRS_COVERAGE","Number of people protected from malaria by indoor residual spraying (IRS)"
"R_admin_duty_free_banned","Ban on sale of duty-free or excise-free cigarettes"
"Youth_svy_national","Representativeness of most recent adolescent survey"
"NUTRITION_ANAEMIA_PREGNANT_PREV","Prevalence of anaemia in pregnant women (aged 15-49) (%)"
"R_min_price_policy","A minimum price policy is implemented"
"PRISON_D4_SUD_DIAG_TOT","In-prison active drug use diagnosis (number of diagnoses)"
"SDGIHR2018","Average of 13 International Health Regulations core capacity scores, SPAR version, 1st edition"
"P_compl_p3","Compliance with smoke-free universities law (score)"
"vpolio","Polio immunization coverage among one-year-olds (%)"
"HEMOGLOBINLEVEL_NONPREGNANT_MEAN","Mean hemoglobin level of non-pregnant women (aged 15-49 years)"
"E21a_direct_ad_fines","Law requires fines for violations of advertising bans"
"PHE_HHAIR_PROP_POP_CATEGORY_FUELS","Proportion of population with primary reliance on fuels and technologies for cooking, by fuel type (%)"
"E_compl_e11","Compliance with ban on use of brand name of non-tobacco product for tobacco product (score)"
"NCD_CCS_foot_vibr","General availability of foot vibration perception by tuning fork at the primary health care level"
"E21b_indirect_ad_fines","Law requires fines for violations of promotion and sponsorship bans"
"IHRSPAR_CAPACITY04","Food Safety (SPAR)"
"vdpt","DTP3 immunization coverage among one-year-olds (%)"
"NCD_CCS_PRICE_SUBS","Existence of price subsidies for healthy foods"
"NTD_LEPR13","New leprosy child case detection rate (less than 15 years of age) per 1 000 000 child population"
"GASPTIESC","Number of isolates tested for extended-spectrum cephalosporins"
"GASPTICRO","Number of isolates tested for ceftriaxone"
"ASSISTIVETECH_USEPREVALENCE","Prevalence of use of assistive products (%)"
"Adult_daily_tob_use","Prevalence of daily tobacco use among adults (%)"
